start_timestamp|end_timestamp|speaker_roman|dialogue_source|combined
20:18:14|20:20:09|Avani|ಮನಸ್ಸಿಗೆ ಸಂಬಂಧ ಪಟ್ಟ ವಿಷ್ಯಾನೇ ಆಗಿರುತ್ತೆ.|[Avani] Manasige sambandha patta vishyane aagirutthe.
20:20:14|20:23:13|Latha|ನೀವು ಸರಿಯಾಗಿ ಗೆಸ್ ಮಾಡುದ್ರಿ ಮೇಡಂ. ಹೇಳ್ತೀನಿ ಕೇಳಿ.|[Latha] Neevu sariyagi guess maadrudri madam. Helthini keli.
20:24:06|20:29:13|Latha|ನನಗೂ ನನ್ ಗಂಡನಿಗೂ ಕೆಲವ್ ದಿನಗಳ ಹಿಂದೆ, ಮನಸ್ತಾಪ ಆಗಿ ಬೇರೆ ಆಗಿದ್ವಿ.|[Latha] Nanagoo nan gandanigoo kelav dinagala hinde, manasthapa aagi bere aagidvi.
20:33:04|20:39:21|Latha|ಈ ಗ್ಯಾಪ್ ಅಲ್ಲಿ, ದುಡ್ಡಿರೋ ಹುಡ್ಗಿನ ಪರ್ಚಯ್ ಮಾಡ್ಕೊಂಡು, ಅವ್ಳನ್ನೇ ಮದುವೆ ಮಾಡ್ಕೋಬೇಕು ಅಂತ ನಿರ್ಧಾರ ಮಾಡ್ಕೊಂಡಿದ್ದ.|[Latha] Ee gap alli, duddiro hudgina parchay madkondu, avlanne maduve madkobeku antha nirdaara maarkondidda.
20:42:08|20:46:12|Latha|ಡಿವೋರ್ಸ್ ವಿಷ್ಯದಲ್ಲಿ, ನನಿಗೆ ತುಂಬಾ ಹಿಂಸೆ ಕೊಟ್ಟು ಸತಾಯ್ಸ್ದ.|[Latha] Divorce vishyadhalli, nanige thumba himse kottu sathaaysda.
20:50:04|21:09:12|Latha|ಅಲ್ಲಿರೋ ಹುಡ್ಗಿ ನನ್ ಗಂಡನಿಗೆ ತುಂಬಾ ದುಡ್ಡಿನ ಆಸೆ ತೋರ್ಸಿ, ನಿನ್ ಹೆಂಡ್ತಿ ಹತ್ರದಿಂದ ನಿನಗೆ ಏನ್ ಬರುತ್ತೆ, ನಿನ್ ಹೆಂಡ್ತಿ ಯಾವ್ ಕೆಲ್ಸಕ್ಕೂ ಬರಲ್ಲ ಅಂತ, ತುಂಬಾ ಹಿಂಸೆ ಕೊಟ್ಲು.|[Latha] Allirodu hudgi nan gandanige thumba duddina aase thorsi, nin hendthi hathradinda ninage en barutthe, nin hendthi yav kelsakkoo baralla antha, thumba himse kottlu.
21:11:13|21:15:02|Latha|ನಾನು ನನ್ ಕಾಲ್ ಮೇಲೆ ನಿಂತು, ಚೆನ್ನಾಗಿ ಸಂಪಾದನೆ ಮಾಡ್ದೆ.|[Latha] Naanu nan kaal mele nintu, chennagi sampaadhane maade.
21:18:09|21:20:24|Gowramma|ಅಮ್ಮಾ, ಆಚೆ ಬಾರಮ್ಮ, ಕೊರವಂಜಿ ಬಂದಿದಾಳೆ.|[Gowramma] Amma, aache baramma, koravanji bandidale.
21:28:20|21:29:18|Gowramma|ಬರ್ತಾರೆ ಇರಮ್ಮ.|[Gowramma] Barthare iramma.
21:31:16|21:33:14|Gowramma|ಕಣಿ ಹೇಳ್ತೀನಮ್ಮ, ಕಣಿ.|[Gowramma] Kani helthinnamma, kani.
21:35:05|21:36:12|Gowramma|ನಮಸ್ಕಾರ ಅಮ್ಮ.|[Gowramma] Namaskara amma.
21:36:14|21:37:05|Vedavathi|ನಮಸ್ಕಾರ.|[Vedavathi] Namaskara.
21:37:19|21:38:15|Gowramma|ಕುತ್ಕೋಳಮ್ಮ.|[Gowramma] Kuthkolamma.
